#
# x265 --input FourPeople_1280x720_60.y4m -o out.h265 \
#      --pools 0 --frame-threads 1 --bframes 0 --rc-lookahead 0 --preset superfast --ref 1 --bitrate 2000
----------------------------------------------------------------------
Threads summary [ 3 thread(s) ]
----------------------------------------------------------------------
name                   inc%  exc%        fps   call/sec call/fr   cpu%
    encodeCTU           0.0   0.0    57195.4    57006.0    1.00  148.2
    encodeCTU           0.1   0.1    25207.0    25123.7    1.00  130.6
    encodeCTU           0.1   0.1    21276.4    21206.2    1.00   55.1
    encodeCTU           0.1   0.1    21844.3    21772.3    1.00  113.2
    encodeCTU           0.2   0.2    14539.3    14491.3    1.00   37.7
    encodeCTU           0.1   0.1    31468.7    31364.7    1.00  163.1
    encodeCTU           0.0   0.0    45661.4    45510.4    1.00    0.0
    encodeCTU           0.0   0.0    52053.7    51883.4    1.00  134.9
    encodeCTU           0.1   0.1    24529.3    24448.1    1.00  127.1
    encodeCTU           0.1   0.1    15033.4    14983.7    1.00  116.9
    encodeCTU           0.1   0.1    16155.8    16102.3    1.00  251.2
    encodeCTU           0.2   0.2    12989.7    12946.7    1.00  134.6
    encodeCTU           0.1   0.1    24517.0    24436.1    1.00  254.1
    encodeCTU           0.1   0.1    36904.7    36782.3    1.00   95.6
    encodeCTU           0.1   0.1    42057.8    41919.9    1.00    0.0
    encodeCTU           0.0   0.0    57836.7    57646.9    1.00  149.9
    encodeCTU           0.0   0.0    52964.0    52789.9    1.00  137.2
    encodeCTU           0.1   0.1    19982.6    19916.8    1.00  207.1
    encodeCTU           0.2   0.2    10125.5    10092.0    1.00  104.9
    encodeCTU           0.2   0.2    11100.7    11063.9    1.00   86.3
    encodeCTU           0.1   0.1    14975.4    14925.8    1.00  155.2
    encodeCTU           0.1   0.1    17991.9    17932.4    1.00  186.5
    encodeCTU           0.0   0.0    46750.3    46596.2    1.00    0.0
    encodeCTU           0.1   0.1    38173.7    38047.4    1.00  197.8
    encodeCTU           0.1   0.1    23013.1    22936.8    1.00    0.0
    encodeCTU           0.1   0.1    16322.5    16268.6    1.00  169.2
    encodeCTU           0.1   0.1    14995.1    14945.5    1.00   38.9
    encodeCTU           0.2   0.2    12650.8    12608.9    1.00  131.1
    encodeCTU           0.3   0.3     7156.1     7132.4    1.00   37.1
    encodeCTU           0.3   0.3     6945.3     6922.3    1.00  126.0
    encodeCTU           0.3   0.3     8320.0     8292.5    1.00  129.4
    encodeCTU           0.3   0.3     7833.7     7807.7    1.00  121.8
    encodeCTU           0.2   0.2    11192.3    11155.2    1.00   58.0
    filterCTURow        0.0   0.0   812887.6   810372.8    1.00    0.0
    encodeCTU           0.1   0.1    23361.8    23284.5    1.00  121.1
    encodeCTU           0.1   0.1    24888.6    24806.5    1.00  129.0
    encodeCTU           0.1   0.1    33727.5    33615.7    1.00   87.4
    encodeCTU           0.1   0.1    30605.3    30504.5    1.00    0.0
    encodeCTU           0.1   0.1    37849.3    37724.5    1.00    0.0
    encodeCTU           0.0   0.0    62010.9    61808.5    1.00    0.0
    encodeCTU           0.0   0.0    57472.9    57283.6    1.00    0.0
    encodeCTU           0.0   0.0    49273.6    49111.1    1.00  127.7
    encodeCTU           0.1   0.1    16535.7    16481.0    1.00  128.5
    encodeCTU           0.1   0.1    15370.7    15319.8    1.00  199.1
    encodeCTU           0.2   0.2    13647.4    13602.3    1.00   35.4
    encodeCTU           0.2   0.2    13591.6    13546.6    1.00   35.2
    encodeCTU           0.1   0.1    24798.0    24715.8    1.00  257.0
    encodeCTU           0.0   0.0    46290.6    46138.2    1.00  239.9
    encodeCTU           0.1   0.1    40943.0    40808.0    1.00  106.1
    encodeCTU           0.1   0.1    27277.5    27187.2    1.00  212.0
    encodeCTU           0.2   0.2    13088.7    13045.3    1.00  135.7
    encodeCTU           0.2   0.2    11345.4    11307.7    1.00  147.0
    encodeCTU           0.2   0.2    14393.2    14345.6    1.00  111.9
    encodeCTU           0.1   0.1    28536.7    28442.2    1.00   73.9
    encodeCTU           0.1   0.1    37677.4    37553.0    1.00   97.6
    encodeCTU           0.1   0.1    29678.4    29580.5    1.00  230.7
    encodeCTU           0.1   0.1    42389.0    42249.4    1.00    0.0
    encodeCTU           0.1   0.1    41799.5    41661.5    1.00    0.0
    encodeCTU           0.1   0.1    19939.4    19873.6    1.00    0.0
    encodeCTU           0.2   0.2    10351.0    10316.7    1.00  187.8
    encodeCTU           0.2   0.2     9324.3     9293.5    1.00   96.6
    encodeCTU           0.2   0.2    11685.0    11646.3    1.00   30.3
    encodeCTU           0.1   0.1    16433.7    16379.2    1.00   42.6
    encodeCTU           0.1   0.1    29833.8    29735.4    1.00   77.3
    encodeCTU           0.1   0.1    20862.3    20793.5    1.00  108.1
